"la","year","sex","s_35","s_50","s_65","s_80","s_85"
"E07000200",2013,"female",0.00502144,0.00737223,0.00637686,0.0155923,0.0516289
"E07000200",2013,"male",0.00427189,0.00518789,0.0071283,0.0223599,0.0625632
"E07000201",2002,"female",0.00594064,0.00958993,0.0173143,0.0453113,0.0928682
"E07000201",2002,"male",0.00493733,0.0067766,0.0110176,0.045937,0.101556
"E07000201",2003,"female",0.00495002,0.00761202,0.0102121,0.0312104,0.100229
"E07000201",2003,"male",0.00524494,0.00808477,0.0113151,0.0440351,0.0940714
"E07000201",2004,"female",0.00521969,0.00711912,0.0108208,0.0307483,0.0700664
"E07000201",2004,"male",0.00436922,0.00605416,0.00925395,0.0315462,0.106123
"E07000201",2005,"female",0.00564076,0.00763219,0.00926891,0.0300211,0.0823988
"E07000201",2005,"male",0.00539435,0.00796095,0.0100543,0.0452709,0.127433
"E07000201",2006,"female",0.00531506,0.00770505,0.0139901,0.0357829,0.0756519
"E07000201",2006,"male",0.00529052,0.00808385,0.0139301,0.0468507,0.168015
"E07000201",2007,"female",0.00545178,0.00754372,0.0121466,0.0287822,0.0707413
"E07000201",2007,"male",0.00522395,0.00808548,0.0127781,0.0562345,0.205894
"E07000201",2008,"female",0.00405992,0.00647289,0.00967085,0.0314396,0.0330095
"E07000201",2008,"male",0.00428163,0.00634214,0.0123187,0.0613256,0.21093
"E07000201",2009,"female",0.00606751,0.00931923,0.0173006,0.0294067,0.0722579
"E07000201",2009,"male",0.00491026,0.00716362,0.0116565,0.0446232,0.105627
"E07000201",2010,"female",0.00526547,0.00836379,0.0169897,0.0462209,0.121132
"E07000201",2010,"male",0.00547478,0.00756155,0.0118349,0.0372924,0.115529
"E07000201",2011,"female",0.00533294,0.00905095,0.0161258,0.0440239,0.0791428
"E07000201",2011,"male",0.00550668,0.00803983,0.0154168,0.0482921,0.0595482
"E07000201",2012,"female",0.00579048,0.007706,0.0125792,0.0466244,0.100955
"E07000201",2012,"male",0.00436723,0.00622187,0.0124709,0.0461802,0.141785
"E07000201",2013,"female",0.00518392,0.00769649,0.0144658,0.0479872,0.0852335
"E07000201",2013,"male",0.00574094,0.00669471,0.00886036,0.0325674,0.115326
"E07000202",2002,"female",0.00436032,0.00543057,0.00600572,0.0150374,0.027909
"E07000202",2002,"male",0.00577527,0.00656775,0.00781834,0.0259213,0.0716746
"E07000202",2003,"female",0.005212,0.00637615,0.00595452,0.0153361,0.0398274
"E07000202",2003,"male",0.00410516,0.00434505,0.00683582,0.0134209,0.0378225
"E07000202",2004,"female",0.00447983,0.00644082,0.00872993,0.0342444,0.0637
"E07000202",2004,"male",0.0039411,0.00381921,0.00758949,0.0365138,0.0502242
"E07000202",2005,"female",0.00490458,0.00717546,0.0098898,0.0343212,0.0324998
"E07000202",2005,"male",0.00364622,0.00513222,0.00760588,0.0188413,0.0467277
"E07000202",2006,"female",0.00546477,0.00712193,0.0134673,0.0219912,0.06372
"E07000202",2006,"male",0.00421478,0.00523966,0.00981122,0.0349549,0.112174
"E07000202",2007,"female",0.00459029,0.00625543,0.00957789,0.0198106,0.0610785
"E07000202",2007,"male",0.0046112,0.00545522,0.00618065,0.0260976,0.0712986
"E07000202",2008,"female",0.00478726,0.00635406,0.00761762,0.0194046,0.0545139
"E07000202",2008,"male",0.00356253,0.00427992,0.00644618,0.0198059,0.0317068
"E07000202",2009,"female",0.00523933,0.005997,0.00553432,0.0208161,0.0638926
"E07000202",2009,"male",0.00411866,0.00438851,0.00676164,0.0138199,0.0155118
"E07000202",2010,"female",0.00426682,0.00552257,0.0090246,0.0251095,0.0794219
"E07000202",2010,"male",0.00477816,0.00452617,0.0068579,0.0209627,0.0750943
"E07000202",2011,"female",0.00533178,0.00696239,0.00744446,0.0257585,0.0752274
"E07000202",2011,"male",0.00457463,0.00607466,0.00740849,0.0161593,0.0526413
"E07000202",2012,"female",0.00418541,0.00577587,0.00794194,0.0322411,0.027897
"E07000202",2012,"male",0.00454685,0.00617352,0.0105913,0.0279048,0.0853537
"E07000202",2013,"female",0.00485014,0.00639411,0.00779769,0.0241528,0.0569799
"E07000202",2013,"male",0.00372232,0.00381072,0.00795463,0.025628,0.0483314
"E07000203",2002,"female",0.00486184,0.0066858,0.0110081,0.0392957,0.022288
"E07000203",2002,"male",0.0052008,0.00580467,0.00857219,0.0303823,0.0383234
"E07000203",2003,"female",0.00433833,0.00597436,0.00924376,0.026375,0.090311
"E07000203",2003,"male",0.00458467,0.00649341,0.00752687,0.0157198,0.0335093
"E07000203",2004,"female",0.00476882,0.00491783,0.00740351,0.0221898,0.0665894
"E07000203",2004,"male",0.00434606,0.00607272,0.00871553,0.0190535,0.0451737
"E07000203",2005,"female",0.00539847,0.00738823,0.0102628,0.0219011,0.0453801
"E07000203",2005,"male",0.00518097,0.00716322,0.0118463,0.0302894,0.0568376
"E07000203",2006,"female",0.00584303,0.00946064,0.00912657,0.0200399,0.0653803
"E07000203",2006,"male",0.00503557,0.00588619,0.0125904,0.036889,0.102313
"E07000203",2007,"female",0.00571342,0.00892326,0.0115351,0.0265189,0.0740066
"E07000203",2007,"male",0.00407691,0.0057836,0.00700121,0.025532,0.0589257
"E07000203",2008,"female",0.00487901,0.0065077,0.00919963,0.0287904,0.0584796
"E07000203",2008,"male",0.00496216,0.00677921,0.00995744,0.0199328,0.0535044
"E07000203",2009,"female",0.00562712,0.00689698,0.00775564,0.0227701,0.0413528
"E07000203",2009,"male",0.00422391,0.00474644,0.00578909,0.0204183,0.0513677
"E07000203",2010,"female",0.00530852,0.00687551,0.0111483,0.0268056,0.0448465
"E07000203",2010,"male",0.00487845,0.00570043,0.00621461,0.0251411,0.0547602
"E07000203",2011,"female",0.00674442,0.00914537,0.0158271,0.0219833,0.0401419
"E07000203",2011,"male",0.00556931,0.00629399,0.00843956,0.0288509,0.0312354
"E07000203",2012,"female",0.00556706,0.00747323,0.0101172,0.0187827,0.0648412
"E07000203",2012,"male",0.00531155,0.00709202,0.00838192,0.0329583,0.0624124
"E07000203",2013,"female",0.00479573,0.00555144,0.0105458,0.0222552,0.0509316
"E07000203",2013,"male",0.00534848,0.00521095,0.00942894,0.0145637,0.0399953
"E07000204",2002,"female",0.00514928,0.00615148,0.00802905,0.0246156,0.0693762
"E07000204",2002,"male",0.00448173,0.00548044,0.00793523,0.0212119,0.0365126
"E07000204",2003,"female",0.00356825,0.00527537,0.010398,0.0199511,0.053159
"E07000204",2003,"male",0.00378152,0.00440131,0.00841009,0.0296603,0.103639
"E07000204",2004,"female",0.00565305,0.00749368,0.0155752,0.0242892,0.0525621
"E07000204",2004,"male",0.00447218,0.00582472,0.00896031,0.0235688,0.0760127
"E07000204",2005,"female",0.00528062,0.00543672,0.00799925,0.0164781,0.0517273
"E07000204",2005,"male",0.00458625,0.00569088,0.0078778,0.0266481,0.0795228
"E07000204",2006,"female",0.00419336,0.00618917,0.0103099,0.0318061,0.0994393
"E07000204",2006,"male",0.00539818,0.0067805,0.00653633,0.0191255,0.0610305
"E07000204",2007,"female",0.00487004,0.00621586,0.00963355,0.0267971,0.0785208
"E07000204",2007,"male",0.00500686,0.00531239,0.00733847,0.0286151,0.0882959
"E07000204",2008,"female",0.00539979,0.00761077,0.0102771,0.0317434,0.0768124
"E07000204",2008,"male",0.00477868,0.00502349,0.00736787,0.0362002,0.115698
"E07000204",2009,"female",0.00582011,0.00759837,0.0131582,0.0150588,0.0177996
"E07000204",2009,"male",0.00470731,0.00553877,0.00762953,0.0300395,0.0997383
"E07000204",2010,"female",0.00498611,0.00651697,0.00933769,0.0162459,0.0501627
"E07000204",2010,"male",0.00368259,0.00542576,0.00792115,0.0232723,0.066934
"E07000204",2011,"female",0.00446359,0.00571061,0.00710092,0.0246546,0.0749232
"E07000204",2011,"male",0.00485652,0.00614559,0.00763636,0.0256389,0.0695257
"E07000204",2012,"female",0.00466701,0.00596735,0.00998256,0.0344497,0.0924653
"E07000204",2012,"male",0.00429009,0.00487314,0.00685637,0.0170967,0.0567416
"E07000204",2013,"female",0.00523067,0.00754431,0.00790208,0.0158398,0.0328244
"E07000204",2013,"male",0.00399626,0.00457093,0.00790252,0.0220506,0.0381995
"E07000205",2002,"female",0.00545361,0.00646515,0.00899868,0.0204653,0.0473092
"E07000205",2002,"male",0.0041699,0.0051493,0.00745674,0.0314744,0.0579492
"E07000205",2003,"female",0.00503944,0.00640492,0.0117318,0.0224016,0.0592306
"E07000205",2003,"male",0.00370916,0.00456557,0.00768429,0.0358313,0.0955078
"E07000205",2004,"female",0.0045444,0.00690243,0.00778851,0.0227957,0.0671323
"E07000205",2004,"male",0.00482728,0.00626954,0.00545319,0.0277424,0.083507
"E07000205",2005,"female",0.00469052,0.006029,0.00739291,0.013316,0.0348073
"E07000205",2005,"male",0.00410606,0.00595664,0.00883254,0.0295606,0.0581058
"E07000205",2006,"female",0.00572581,0.00765672,0.00813593,0.0201932,0.0678018
"E07000205",2006,"male",0.00437266,0.00408276,0.00493085,0.0166988,0.0518813
"E07000205",2007,"female",0.00417925,0.00611187,0.00823646,0.0178944,0.0445414
"E07000205",2007,"male",0.00457286,0.00593621,0.00932458,0.0290517,0.0888501
"E07000205",2008,"female",0.00477102,0.00570866,0.0073381,0.0219055,0.0324713
"E07000205",2008,"male",0.00373496,0.00524966,0.00904617,0.0335827,0.113145
"E07000205",2009,"female",0.0051295,0.00638771,0.00895601,0.0189954,0.0595898
"E07000205",2009,"male",0.00449544,0.0040447,0.00428461,0.0156282,0.0416577
"E07000205",2010,"female",0.00445242,0.00655299,0.00836847,0.0234062,0.048948
"E07000205",2010,"male",0.004557,0.0047829,0.00664983,0.0267674,0.0916778
"E07000205",2011,"female",0.00526578,0.00623466,0.00740136,0.0168629,0.0347738
"E07000205",2011,"male",0.00363844,0.00398324,0.00533957,0.0182778,0.0207695
"E07000205",2012,"female",0.0057438,0.00750411,0.00886016,0.0201921,0.0406806
"E07000205",2012,"male",0.00493066,0.00469465,0.00716673,0.0210024,0.063093
"E07000205",2013,"female",0.00437496,0.00547218,0.00637592,0.0172736,0.0494632
"E07000205",2013,"male",0.00445855,0.00513654,0.00650104,0.0148764,0.0407777
"E07000206",2002,"female",0.00421962,0.00601315,0.0046618,0.0177998,0.0443654
"E07000206",2002,"male",0.00441217,0.00390676,0.00594528,0.0172791,0.0354048
"E07000206",2003,"female",0.00499413,0.00665425,0.00759651,0.0137304,0.0349207
"E07000206",2003,"male",0.00417884,0.00431533,0.00661605,0.0270583,0.0836242
"E07000206",2004,"female",0.00411062,0.00523395,0.00647603,0.0188186,0.0445554
"E07000206",2004,"male",0.00399239,0.00383252,0.00564986,0.0165009,0.0444744
"E07000206",2005,"female",0.00622869,0.00796016,0.00836922,0.0228907,0.036866
"E07000206",2005,"male",0.0036402,0.00477379,0.00738999,0.0284358,0.0860437
"E07000206",2006,"female",0.00409042,0.00539993,0.00730229,0.0159325,0.0481789
"E07000206",2006,"male",0.00377248,0.00434736,0.00431678,0.0165697,0.0420584
"E07000206",2007,"female",0.00439659,0.00543907,0.00794388,0.027096,0.073761
"E07000206",2007,"male",0.00433142,0.0049703,0.0053762,0.0161007,0.0382944
"E07000206",2008,"female",0.0045093,0.00595007,0.0093594,0.0281295,0.0674348
"E07000206",2008,"male",0.00408866,0.00492961,0.00701013,0.0241,0.081689
"E07000206",2009,"female",0.00412133,0.00586485,0.00969615,0.0178983,0.0318726
"E07000206",2009,"male",0.00515054,0.00752754,0.00706163,0.0161031,0.057101
"E07000206",2010,"female",0.00360948,0.00521239,0.00803606,0.0138173,0.0345495
"E07000206",2010,"male",0.00429678,0.00458918,0.0065241,0.0220527,0.0557377
"E07000206",2011,"female",0.00561864,0.00668456,0.0108078,0.0192732,0.0522809
"E07000206",2011,"male",0.00394408,0.00523184,0.00719035,0.0130306,0.0306221
"E07000206",2012,"female",0.00510578,0.00542274,0.00734249,0.0254975,0.0493075
"E07000206",2012,"male",0.00402858,0.00411041,0.00520954,0.0158791,0.0455752
"E07000206",2013,"female",0.00468405,0.00531657,0.00625977,0.0221179,0.0285255
"E07000206",2013,"male",0.00389035,0.00465593,0.00643585,0.0258969,0.0730608
"E07000207",2002,"female",0.00378297,0.00580039,0.00914266,0.0167942,0.0374784
"E07000207",2002,"male",0.00459079,0.00558475,0.00791143,0.0194085,0.027456
"E07000207",2003,"female",0.00475417,0.00763876,0.00867432,0.0254348,0.0566284
"E07000207",2003,"male",0.00490107,0.00639765,0.0072277,0.0184349,0.048447
"E07000207",2004,"female",0.00483149,0.00682118,0.0112533,0.0205065,0.048954
"E07000207",2004,"male",0.00425672,0.00526209,0.0079404,0.0238482,0.0554952
"E07000207",2005,"female",0.00519856,0.00719082,0.00908421,0.0218023,0.0596448
"E07000207",2005,"male",0.00464308,0.00594671,0.00917659,0.0385146,0.120549
"E07000207",2006,"female",0.00474093,0.00673773,0.00895542,0.0282266,0.0622455
"E07000207",2006,"male",0.00447952,0.00668958,0.00827265,0.0258796,0.0734494
"E07000207",2007,"female",0.00412009,0.005594,0.00694041,0.0285257,0.0802771
"E07000207",2007,"male",0.00485401,0.00673007,0.00773401,0.0265242,0.0804547
"E07000207",2008,"female",0.00536146,0.00708093,0.00837761,0.012318,0.0376686
"E07000207",2008,"male",0.00472587,0.00648793,0.0113076,0.0381325,0.132766
"E07000207",2009,"female",0.00395457,0.00533883,0.00709464,0.0208076,0.0646956
"E07000207",2009,"male",0.00539216,0.00694111,0.00720427,0.0284812,0.0786479
"E07000207",2010,"female",0.00416335,0.00546555,0.00797717,0.0109507,0.0351252
"E07000207",2010,"male",0.00499643,0.00619485,0.00779185,0.0248555,0.0410798
"E07000207",2011,"female",0.00379266,0.00520063,0.00682057,0.0150711,0.0472224
"E07000207",2011,"male",0.00408902,0.00594597,0.00933219,0.0208198,0.0602845
"E07000207",2012,"female",0.00561511,0.00680611,0.00833377,0.0153489,0.0441408
"E07000207",2012,"male",0.00404667,0.00469537,0.00772068,0.0291329,0.0477215
"E07000207",2013,"female",0.0051329,0.00690777,0.00847234,0.0253767,0.0477889
"E07000207",2013,"male",0.00433977,0.00591151,0.00865179,0.0181724,0.041535
"E07000208",2002,"female",0.00484523,0.00726699,0.0106261,0.0244908,0.0680194
"E07000208",2002,"male",0.00446406,0.00679921,0.00928512,0.0288673,0.0983446
"E07000208",2003,"female",0.0052603,0.00788973,0.0126864,0.0312177,0.0625045
"E07000208",2003,"male",0.00545913,0.00767259,0.0107422,0.037054,0.124306
"E07000208",2004,"female",0.00586264,0.00890742,0.0111929,0.0336107,0.0497902
"E07000208",2004,"male",0.00441352,0.00697432,0.00921572,0.0436775,0.137107
"E07000208",2005,"female",0.00537091,0.00799441,0.0100618,0.0325519,0.0712226
"E07000208",2005,"male",0.00548774,0.00803172,0.013248,0.0306792,0.0853669
"E07000208",2006,"female",0.00612725,0.00706063,0.0133092,0.0215858,0.0553332
"E07000208",2006,"male",0.00459195,0.00618593,0.0109548,0.0374532,0.0875577
"E07000208",2007,"female",0.00581155,0.00970709,0.0152502,0.0352808,0.0553468
"E07000208",2007,"male",0.00409913,0.00628693,0.0121033,0.0297765,0.0457767
"E07000208",2008,"female",0.00427017,0.00677798,0.011676,0.0457857,0.0791957
"E07000208",2008,"male",0.00485329,0.0069482,0.0116296,0.0403305,0.0689281
"E07000208",2009,"female",0.00516525,0.00778843,0.0106526,0.0242331,0.0420059
"E07000208",2009,"male",0.00495572,0.00722503,0.00903691,0.0274703,0.0486008
"E07000208",2010,"female",0.00518832,0.0081159,0.0124672,0.0288181,0.0378475
"E07000208",2010,"male",0.00461172,0.00652538,0.0128128,0.0341618,0.0385891
"E07000208",2011,"female",0.00455989,0.00640816,0.00869112,0.0267415,0.082062
"E07000208",2011,"male",0.00543401,0.00840696,0.0144101,0.0620734,0.186773
"E07000208",2012,"female",0.00597361,0.00924702,0.0164962,0.0295009,0.0652656
"E07000208",2012,"male",0.00438957,0.00643888,0.00844856,0.0256571,0.061005
"E07000208",2013,"female",0.00478288,0.00787187,0.00954856,0.0234103,0.0365226
"E07000208",2013,"male",0.00466758,0.00720741,0.0106302,0.0278266,0.0500322
"E07000209",2002,"female",0.00522598,0.007208,0.0121694,0.0214831,0.0661289
"E07000209",2002,"male",0.00403452,0.00493587,0.00767698,0.017222,0.0537266
"E07000209",2003,"female",0.00421024,0.00511165,0.00723681,0.0193778,0.018616
"E07000209",2003,"male",0.00420379,0.00538915,0.0075751,0.0255591,0.0726352
"E07000209",2004,"female",0.0038066,0.00583506,0.00935187,0.020053,0.0598668
"E07000209",2004,"male",0.0041139,0.00407192,0.00706881,0.0143012,0.0185036
"E07000209",2005,"female",0.00400929,0.00611747,0.00922988,0.024783,0.0310222
"E07000209",2005,"male",0.00493054,0.00734006,0.00820775,0.0244646,0.0808497
"E07000209",2006,"female",0.00426731,0.00561031,0.00796828,0.0268372,0.0470057
"E07000209",2006,"male",0.0047276,0.00620172,0.00852247,0.032908,0.114304
"E07000209",2007,"female",0.00616709,0.00888149,0.0108027,0.027754,0.0715383
"E07000209",2007,"male",0.00528392,0.00707124,0.00896618,0.0166504,0.0365213
"E07000209",2008,"female",0.00409189,0.00542708,0.00749809,0.025868,0.0711172
"E07000209",2008,"male",0.00506142,0.00685747,0.0102736,0.0266196,0.0801323
"E07000209",2009,"female",0.00451031,0.0060373,0.00844227,0.0240122,0.0575284
"E07000209",2009,"male",0.00559648,0.00755741,0.0102474,0.0231269,0.0456735
"E07000209",2010,"female",0.00415278,0.00565455,0.00911671,0.0217338,0.0278711
"E07000209",2010,"male",0.00428252,0.00549019,0.00703072,0.0261473,0.061368
"E07000209",2011,"female",0.00551438,0.00763929,0.00832822,0.0218653,0.0675804
"E07000209",2011,"male",0.00524955,0.00793003,0.014281,0.0230053,0.0247886
"E07000209",2012,"female",0.00437873,0.00614309,0.00931764,0.0260265,0.0852434
"E07000209",2012,"male",0.00499961,0.0061239,0.00696075,0.0196591,0.0659482
"E07000209",2013,"female",0.00479499,0.00576624,0.00865214,0.0255301,0.0822532
"E07000209",2013,"male",0.00510704,0.00785832,0.00897403,0.0379751,0.124885
"E07000210",2002,"female",0.00450563,0.00550363,0.00755433,0.0196002,0.0548604
"E07000210",2002,"male",0.00490563,0.0060679,0.0100752,0.0353021,0.0647527
"E07000210",2003,"female",0.00515003,0.00704211,0.00986661,0.0221832,0.046193
"E07000210",2003,"male",0.00462429,0.0057689,0.00936984,0.0256913,0.054919
"E07000210",2004,"female",0.00467894,0.00652125,0.00733769,0.0307314,0.0912134
"E07000210",2004,"male",0.00441506,0.0054787,0.00998684,0.0241057,0.0422753
"E07000210",2005,"female",0.00481873,0.0068896,0.00830153,0.0237617,0.0783844
"E07000210",2005,"male",0.00440941,0.00644241,0.00813137,0.0210655,0.0499003
"E07000210",2006,"female",0.00442927,0.00714197,0.0116058,0.0324396,0.0915686
"E07000210",2006,"male",0.00445961,0.00643811,0.00957788,0.0305078,0.0732696
"E07000210",2007,"female",0.00569824,0.00697951,0.0127296,0.0251755,0.0636047
"E07000210",2007,"male",0.00341279,0.00489886,0.00821633,0.0187945,0.0514135
"E07000210",2008,"female",0.00489424,0.00689935,0.0118107,0.030326,0.0667761
"E07000210",2008,"male",0.005246,0.00748812,0.0111636,0.0274448,0.0877018
"E07000210",2009,"female",0.00463977,0.00571291,0.00890849,0.0228452,0.0510476
"E07000210",2009,"male",0.00478824,0.00631691,0.00776592,0.0253643,0.0705272
"E07000210",2010,"female",0.00454494,0.00618104,0.00981951,0.0270076,0.0869253
"E07000210",2010,"male",0.00408461,0.00513068,0.00926942,0.0331332,0.106294
"E07000210",2011,"female",0.00521147,0.00771531,0.0113951,0.0246907,0.0635543
"E07000210",2011,"male",0.00406879,0.00506882,0.00758602,0.0129757,0.0357423
"E07000210",2012,"female",0.00542118,0.00821385,0.0131094,0.0310673,0.0661178
"E07000210",2012,"male",0.00466484,0.00601664,0.0109899,0.0232989,0.0483595
"E07000210",2013,"female",0.00475121,0.00739772,0.00909683,0.0373743,0.0753816
"E07000210",2013,"male",0.0047289,0.00560476,0.00838898,0.0301927,0.0657756
"E07000211",2002,"female",0.00491365,0.00639517,0.00691883,0.0207591,0.0641992
"E07000211",2002,"male",0.00345471,0.00434198,0.00658766,0.0270655,0.0678107
"E07000211",2003,"female",0.00435994,0.00548864,0.00875339,0.0254039,0.0730832
"E07000211",2003,"male",0.00462449,0.00604202,0.00617591,0.0222618,0.0589717
"E07000211",2004,"female",0.00394631,0.00474175,0.00669394,0.0215687,0.0752421
"E07000211",2004,"male",0.00381336,0.00525026,0.00764259,0.0245127,0.0696574
"E07000211",2005,"female",0.00510086,0.00646718,0.0110725,0.0273247,0.0919298
